cliente_id,nome,segmento,cidade,estado,pais,codigo_postal,mercado,regiao
DW-13585,Dorothy Wardle,Corporate,Fukuyama,Hiroshima,Japan,,APAC,North Asia
EM-4065,Erin Mull,Consumer,Yaounde,Centre,Cameroon,,Africa,Africa
TD-20995,Tamara Dahlen,Consumer,San Diego,California,United States,92037.0,US,West
BD-11320,Bill Donatelli,Consumer,San Francisco,California,United States,94110.0,US,West
CW-11905,Carl Weiss,Home Office,Glasgow,Scotland,United Kingdom,,EU,North
CK-2325,Christine Kargatis,Home Office,Basra,Al Basrah,Iraq,,EMEA,EMEA
BP-11095,Bart Pistole,Corporate,Karlstad,Värmland,Sweden,,EU,North
DV-3465,Dianna Vittorini,Consumer,Karbala',Karbala',Iraq,,EMEA,EMEA
MY-7380,Maribeth Yedwab,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
PB-9150,Philip Brown,Consumer,Hrodna,Hrodna,Belarus,,EMEA,EMEA
AG-10390,Allen Goldenen,Consumer,Wollongong,New South Wales,Australia,,APAC,Oceania
KW-16570,Kelly Williams,Consumer,Wigan,England,United Kingdom,,EU,North
JF-5190,Jamie Frazer,Consumer,Beykoz,Istanbul,Turkey,,EMEA,EMEA
GB-14575,Giulietta Baptist,Consumer,Columbia,South Carolina,United States,29203.0,US,South
MR-7545,Mathew Reese,Home Office,Mbandaka,Equateur,Democratic Republic of the Congo,,Africa,Africa
MO-17950,Michael Oakman,Consumer,Rome,Lazio,Italy,,EU,South
TA-11385,Tom Ashbrook,Home Office,Lusaka,Lusaka,Zambia,,Africa,Africa
JM-5655,Jim Mitchum,Corporate,Nzerekore,Nzérékoré,Guinea,,Africa,Africa
JS-5880,John Stevenson,Consumer,Zaria,Kaduna,Nigeria,,Africa,Africa
HP-14815,Harold Pawlan,Home Office,New York City,New York,United States,10024.0,US,East
CS-12400,Christopher Schild,Home Office,Bogotá,Bogota,Colombia,,LATAM,South
DE-3255,Deanra Eno,Home Office,Shumen,Shumen,Bulgaria,,EMEA,EMEA
JD-6015,Joy Daniels,Consumer,Kaduna,Kaduna,Nigeria,,Africa,Africa
CR-2730,Craig Reiter,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
RC-9960,Ryan Crowe,Consumer,Oran,Oran,Algeria,,Africa,Africa
AO-10810,Anthony O'Donnell,Corporate,Doncaster,England,United Kingdom,,EU,North
TB-11250,Tim Brockman,Consumer,Kigali,Kigali,Rwanda,,Africa,Africa
RA-9285,Ralph Arnett,Consumer,Adana,Adana,Turkey,,EMEA,EMEA
MG-8205,Mitch Gastineau,Corporate,Cape Town,Western Cape,South Africa,,Africa,Africa
MY-8295,Muhammed Yedwab,Corporate,Al Mahallah al Kubra,Al Gharbiyah,Egypt,,Africa,Africa
SR-20425,Sharelle Roach,Home Office,Augsburg,Bavaria,Germany,,EU,Central
BT-1530,Bradley Talbott,Home Office,North York,Ontario,Canada,,Canada,Canada
LS-7245,Lynn Smith,Consumer,Atakpame,Plateaux,Togo,,Africa,Africa
AB-10255,Alejandro Ballentine,Home Office,Hanoi,Thủ Dô Hà Nội,Vietnam,,APAC,Southeast Asia
TH-21115,Thea Hudgings,Corporate,Kuala Lumpur,Kuala Lumpur,Malaysia,,APAC,Southeast Asia
LC-6885,Lena Creighton,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
AC-660,Anna Chung,Consumer,Foumban,Ouest,Cameroon,,Africa,Africa
EM-14095,Eudokia Martin,Corporate,Versailles,Ile-de-France,France,,EU,Central
BO-11350,Bill Overfelt,Corporate,Bangalore,Karnataka,India,,APAC,Central Asia
DM-3015,Darrin Martin,Consumer,Borujerd,Lorestan,Iran,,EMEA,EMEA
DD-13570,Dorothy Dickinson,Consumer,Turin,Piedmont,Italy,,EU,South
KN-16705,Kristina Nunn,Home Office,Sydney,New South Wales,Australia,,APAC,Oceania
HM-14980,Henry MacAllister,Consumer,Los Angeles,California,United States,90008.0,US,West
FM-4215,Filia McAdams,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
JO-15145,Jack O'Briant,Corporate,Kita-ku,Osaka,Japan,,APAC,North Asia
TC-11535,Tracy Collins,Home Office,Likasi,Katanga,Democratic Republic of the Congo,,Africa,Africa
JK-15205,Jamie Kunitz,Consumer,Arlington,Virginia,United States,22204.0,US,South
DA-3450,Dianna Arnett,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
DB-12910,Daniel Byrd,Home Office,Bradford,England,United Kingdom,,EU,North
EH-4005,Erica Hernandez,Home Office,Dakar,Dakar,Senegal,,Africa,Africa
DN-13690,Duane Noonan,Consumer,Ananindeua,Pará,Brazil,,LATAM,South
AS-10135,Adrian Shami,Home Office,Nagercoil,Tamil Nadu,India,,APAC,Central Asia
MC-18130,Mike Caudle,Corporate,Comodoro Rivadavia,Chubut,Argentina,,LATAM,South
MM-18280,Muhammed MacIntyre,Corporate,Bremen,Bremen,Germany,,EU,Central
RL-9615,Rob Lucas,Consumer,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
MA-7560,Matt Abelman,Home Office,Mamak,Ankara,Turkey,,EMEA,EMEA
HG-4845,Harry Greene,Consumer,Zhytomyr,Zhytomyr,Ukraine,,EMEA,EMEA
PB-8805,Patrick Bzostek,Home Office,Lublin,Lublin,Poland,,EMEA,EMEA
RW-19630,Rob Williams,Corporate,San Francisco,California,United States,94122.0,US,West
BT-11440,Bobby Trafton,Consumer,Manila,National Capital,Philippines,,APAC,Southeast Asia
JC-5385,Jenna Caffey,Consumer,Kerman,Kerman,Iran,,EMEA,EMEA
HR-4770,Hallie Redmond,Home Office,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
DB-3615,Doug Bickford,Consumer,Lusaka,Lusaka,Zambia,,Africa,Africa
JK-6120,Julie Kriz,Home Office,Gdansk,Pomerania,Poland,,EMEA,EMEA
SW-20455,Shaun Weien,Consumer,Manukau City,Auckland,New Zealand,,APAC,Oceania
GH-4425,Gary Hwang,Consumer,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
GB-4575,Giulietta Baptist,Consumer,Johannesburg,Gauteng,South Africa,,Africa,Africa
PA-19060,Pete Armstrong,Home Office,Halle,Saxony-Anhalt,Germany,,EU,Central
CA-2775,Cynthia Arntzen,Consumer,Pretoria,Gauteng,South Africa,,Africa,Africa
CV-12295,Christina VanderZanden,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,,LATAM,Caribbean
PO-9180,Philisse Overcash,Home Office,Kaduna,Kaduna,Nigeria,,Africa,Africa
NC-18535,Nick Crebassa,Corporate,Monterrey,Nuevo León,Mexico,,LATAM,North
GZ-4470,Gary Zandusky,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,,Africa,Africa
AM-360,Alice McCarthy,Corporate,Ulan Bator,Ulaanbaatar,Mongolia,,EMEA,EMEA
AA-480,Andrew Allen,Consumer,Toronto,Ontario,Canada,,Canada,Canada
TB-21595,Troy Blackwell,Consumer,Madrid,Madrid,Spain,,EU,South
KH-16630,Ken Heidel,Corporate,Dresden,Saxony,Germany,,EU,Central
TS-21655,Trudy Schmidt,Consumer,El Paso,Texas,United States,79907.0,US,Central
CD-11980,Carol Darley,Consumer,Tours,Centre,France,,EU,Central
DB-13360,Dennis Bolton,Home Office,Araçatuba,São Paulo,Brazil,,LATAM,South
SK-9990,Sally Knutson,Consumer,Vienna,Vienna,Austria,,EMEA,EMEA
PT-19090,Pete Takahito,Consumer,Aschaffenburg,Bavaria,Germany,,EU,Central
EH-13990,Erica Hackney,Consumer,Pune,Maharashtra,India,,APAC,Central Asia
ME-17725,Max Engle,Consumer,Dallas,Texas,United States,75220.0,US,Central
ZD-21925,Zuschuss Donatelli,Consumer,Madero,Tamaulipas,Mexico,,LATAM,North
MW-8235,Mitch Willingham,Corporate,Kramators'k,Donetsk,Ukraine,,EMEA,EMEA
BP-11050,Barry Pond,Corporate,London,England,United Kingdom,,EU,North
RC-19960,Ryan Crowe,Consumer,Ashford,England,United Kingdom,,EU,North
PN-8775,Parhena Norris,Home Office,Bouake,Vallee Du Bandama,Cote d'Ivoire,,Africa,Africa
CB-12535,Claudia Bergmann,Corporate,Foggia,Apulia,Italy,,EU,South
LR-7035,Lisa Ryan,Corporate,Antananarivo,Analamanga,Madagascar,,Africa,Africa
JG-5160,James Galang,Consumer,Kazerun,Fars,Iran,,EMEA,EMEA
SC-10845,Sung Chung,Consumer,Nouakchott,Nouakchott,Mauritania,,Africa,Africa
DK-13225,Dean Katz,Corporate,New York City,New York,United States,10035.0,US,East
CG-2520,Claire Gute,Consumer,Buzau,Buzau,Romania,,EMEA,EMEA
RS-19870,Roy Skaria,Home Office,Landerneau,Brittany,France,,EU,Central
DK-2835,Damala Kotsonis,Corporate,Saida,Saida,Algeria,,Africa,Africa
CM-2385,Christopher Martinez,Consumer,Quelimane,Zambezia,Mozambique,,Africa,Africa
JE-5745,Joel Eaton,Consumer,Prague,Prague,Czech Republic,,EMEA,EMEA
CA-1965,Carol Adams,Corporate,Ploiesti,Prahova,Romania,,EMEA,EMEA
Dl-3600,Dorris liebe,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA
DL-2865,Dan Lawera,Consumer,Kassala,Kassala,Sudan,,Africa,Africa
CM-2445,Chuck Magee,Consumer,Hradec Kralove,Hradec Kralove,Czech Republic,,EMEA,EMEA
DB-13270,Deborah Brumfield,Home Office,Providence,Rhode Island,United States,2908.0,US,East
EB-4110,Eugene Barchas,Consumer,Bamako,Bamako,Mali,,Africa,Africa
BD-11620,Brian DeCherney,Consumer,Fuengirola,Andalusía,Spain,,EU,South
MN-7935,Michael Nguyen,Consumer,Kopeysk,Chelyabinsk,Russia,,EMEA,EMEA
DB-2910,Daniel Byrd,Home Office,Ndola,Copperbelt,Zambia,,Africa,Africa
LH-7155,Logan Haushalter,Consumer,Sumy,Sumy,Ukraine,,EMEA,EMEA
JS-5940,Joni Sundaresam,Home Office,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
GH-4410,Gary Hansen,Home Office,Safi,Doukkala-Abda,Morocco,,Africa,Africa
SC-10380,Shahid Collister,Consumer,Mahajanga,Boeny,Madagascar,,Africa,Africa
SL-10155,Sara Luxemburg,Home Office,Bouake,Vallee Du Bandama,Cote d'Ivoire,,Africa,Africa
EK-3795,Eileen Kiefer,Home Office,Dayr az Zawr,Dayr Az Zawr,Syria,,EMEA,EMEA
PH-8790,Patricia Hirasaki,Home Office,Irkutsk,Irkutsk,Russia,,EMEA,EMEA
HD-4785,Harold Dahlen,Home Office,Cape Town,Western Cape,South Africa,,Africa,Africa
CM-2190,Charlotte Melton,Consumer,Nouakchott,Nouakchott,Mauritania,,Africa,Africa
AR-570,Anemone Ratner,Consumer,Shiraz,Fars,Iran,,EMEA,EMEA
BT-1305,Beth Thompson,Home Office,Severodvinsk,Arkhangel'sk,Russia,,EMEA,EMEA
MH-7785,Maya Herman,Corporate,Soweto,Gauteng,South Africa,,Africa,Africa
SC-10260,Scott Cohen,Corporate,Khorramabad,Lorestan,Iran,,EMEA,EMEA
LW-7125,Liz Willingham,Consumer,Mombasa,Coast,Kenya,,Africa,Africa
SM-10905,Susan MacKendrick,Consumer,Koidu,Eastern,Sierra Leone,,Africa,Africa
TT-21265,Tim Taslimi,Corporate,Suihua,Heilongjiang,China,,APAC,North Asia
EJ-3720,Ed Jacobs,Consumer,Behbahan,Khuzestan,Iran,,EMEA,EMEA
RS-9765,Roland Schwarz,Corporate,Accra,Greater Accra,Ghana,,Africa,Africa
EM-4095,Eudokia Martin,Corporate,Oradea,Bihor,Romania,,EMEA,EMEA
AJ-10960,Astrea Jones,Consumer,Paris,Ile-de-France,France,,EU,Central
BD-1770,Bryan Davis,Consumer,Trabzon,Trabzon,Turkey,,EMEA,EMEA
BE-1410,Bobby Elias,Consumer,Kindia,Kindia,Guinea,,Africa,Africa
KC-6255,Karen Carlisle,Corporate,Tanta,Al Gharbiyah,Egypt,,Africa,Africa
DV-3045,Darrin Van Huff,Corporate,Oleksandriya,Kirovohrad,Ukraine,,EMEA,EMEA
JD-5895,Jonathan Doherty,Corporate,Mississauga,Ontario,Canada,,Canada,Canada
JM-5865,John Murray,Consumer,L'viv,L'viv,Ukraine,,EMEA,EMEA
JK-5205,Jamie Kunitz,Consumer,Porto-Novo,Ouémé,Benin,,Africa,Africa
CL-2700,Craig Leslie,Home Office,Abidjan,Lagunes,Cote d'Ivoire,,Africa,Africa
GG-4650,Greg Guthrie,Corporate,Ivanovo,Ivanovo,Russia,,EMEA,EMEA
LS-6945,Linda Southworth,Corporate,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
JL-5850,John Lucas,Consumer,Denizli,Denizli,Turkey,,EMEA,EMEA
VP-11760,Victoria Pisteka,Corporate,Kaluga,Kaluga,Russia,,EMEA,EMEA
NF-8595,Nicole Fjeld,Home Office,Algiers,Alger,Algeria,,Africa,Africa
LE-16810,Laurel Elliston,Consumer,Hobart,Tasmania,Australia,,APAC,Oceania
JJ-5445,Jennifer Jackson,Consumer,Accra,Greater Accra,Ghana,,Africa,Africa
CS-2130,Chad Sievert,Consumer,Istanbul,Istanbul,Turkey,,EMEA,EMEA
BM-1575,Brendan Murry,Corporate,Nouakchott,Nouakchott,Mauritania,,Africa,Africa
AC-615,Ann Chong,Corporate,Nairobi,Nairobi,Kenya,,Africa,Africa
HG-5025,Hunter Glantz,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
TB-11400,Tom Boeckenhauer,Consumer,Kankan,Kankan,Guinea,,Africa,Africa
RB-9330,Randy Bradley,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
JP-5460,Jennifer Patt,Corporate,Mashhad,Razavi Khorasan,Iran,,EMEA,EMEA
JL-5175,James Lanier,Home Office,Pretoria,Gauteng,South Africa,,Africa,Africa
AA-315,Alex Avila,Consumer,Hrodna,Hrodna,Belarus,,EMEA,EMEA
TS-11370,Todd Sumrall,Corporate,Melitopol',Zaporizhzhya,Ukraine,,EMEA,EMEA
SS-10140,Saphhira Shifley,Corporate,Baghdad,Baghdad,Iraq,,EMEA,EMEA
DP-3000,Darren Powers,Consumer,Kaluga,Kaluga,Russia,,EMEA,EMEA
JS-5685,Jim Sink,Corporate,Ashqelon,Southern,Israel,,EMEA,EMEA
PW-19240,Pierre Wener,Consumer,Columbia,Maryland,United States,21044.0,US,East
NW-8400,Natalie Webber,Consumer,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,,EMEA,EMEA
TS-11340,Toby Swindell,Consumer,Bissau,Bissau,Guinea-Bissau,,Africa,Africa
JH-5985,Joseph Holt,Consumer,Luanda,Luanda,Angola,,Africa,Africa
NG-8355,Nat Gilpin,Corporate,Monrovia,Montserrado,Liberia,,Africa,Africa
FP-14320,Frank Preis,Consumer,Brisbane,Queensland,Australia,,APAC,Oceania
SH-20395,Shahid Hopkins,Consumer,Antiguo Cuscatlán,La Libertad,El Salvador,,LATAM,Central
JP-16135,Julie Prescott,Home Office,Coacalco,México,Mexico,,LATAM,North
JM-5250,Janet Martin,Consumer,Kaduna,Kaduna,Nigeria,,Africa,Africa
MA-7995,Michelle Arnett,Home Office,Luanda,Luanda,Angola,,Africa,Africa
DR-2940,Daniel Raglin,Home Office,Beira,Sofala,Mozambique,,Africa,Africa
BF-1020,Barry Französisch,Corporate,Yamoussoukro,Lacs,Cote d'Ivoire,,Africa,Africa
CS-2400,Christopher Schild,Home Office,Djibouti,Djibouti,Djibouti,,Africa,Africa
JM-15535,Jessica Myrick,Consumer,Saga,Saga,Japan,,APAC,North Asia
JS-15940,Joni Sundaresam,Home Office,Amsterdam,North Holland,Netherlands,,EU,Central
AF-870,Art Ferguson,Consumer,Mashhad,Razavi Khorasan,Iran,,EMEA,EMEA
NP-8670,Nora Paige,Consumer,Johannesburg,Gauteng,South Africa,,Africa,Africa
SU-10665,Stephanie Ulpright,Home Office,Nakuru,Rift Valley,Kenya,,Africa,Africa
RD-9585,Rob Dowd,Consumer,Khartoum,Khartoum,Sudan,,Africa,Africa
TP-21565,Tracy Poddar,Corporate,Farnborough,England,United Kingdom,,EU,North
LA-6780,Laura Armstrong,Corporate,Lugoj,Timis,Romania,,EMEA,EMEA
LH-7020,Lisa Hazard,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
JE-5475,Jeremy Ellison,Consumer,Khmel'nyts'kyy,Khmel'nyts'kyy,Ukraine,,EMEA,EMEA
ES-4080,Erin Smith,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
EM-4140,Eugene Moren,Home Office,Masjed Soleyman,Khuzestan,Iran,,EMEA,EMEA
DS-13030,Darrin Sayre,Home Office,Managua,Managua,Nicaragua,,LATAM,Central
ZD-11925,Zuschuss Donatelli,Consumer,Arbil,Arbil,Iraq,,EMEA,EMEA
JO-5550,Jesus Ocampo,Home Office,Arbil,Arbil,Iraq,,EMEA,EMEA
TB-11595,Troy Blackwell,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA,EMEA
GM-4500,Gene McClure,Consumer,Benguela,Benguela,Angola,,Africa,Africa
DD-3570,Dorothy Dickinson,Consumer,Pietermaritzburg,Kwazulu-natal,South Africa,,Africa,Africa
FH-4365,Fred Hopkins,Corporate,Medina,Al Madinah,Saudi Arabia,,EMEA,EMEA
MK-18160,Mike Kennedy,Consumer,Mangalore,Karnataka,India,,APAC,Central Asia
NM-8445,Nathan Mautz,Home Office,Constanta,Constanta,Romania,,EMEA,EMEA
JF-5355,Jay Fein,Consumer,Rafsanjan,Kerman,Iran,,EMEA,EMEA
BF-975,Barbara Fisher,Corporate,Kigali,Kigali,Rwanda,,Africa,Africa
SS-20875,Sung Shariari,Consumer,Kendari,Sulawesi Tenggara,Indonesia,,APAC,Southeast Asia
PF-9165,Philip Fox,Consumer,Cotonou,Littoral,Benin,,Africa,Africa
SV-10365,Seth Vernon,Consumer,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
BB-10990,Barry Blumstein,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,,LATAM,Caribbean
PW-9240,Pierre Wener,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
JF-15490,Jeremy Farry,Consumer,Brisbane,Queensland,Australia,,APAC,Oceania
CW-1905,Carl Weiss,Home Office,Beirut,Beirut,Lebanon,,EMEA,EMEA
LC-7140,Logan Currie,Consumer,Surrey,British Columbia,Canada,,Canada,Canada
HK-4890,Heather Kirkland,Corporate,Kryvyy Rih,Dnipropetrovs'k,Ukraine,,EMEA,EMEA
BT-1440,Bobby Trafton,Consumer,Istanbul,Istanbul,Turkey,,EMEA,EMEA
RD-19810,Ross DeVincentis,Home Office,Managua,Managua,Nicaragua,,LATAM,Central
KL-6645,Ken Lonsdale,Consumer,Lagos,Lagos,Nigeria,,Africa,Africa
VG-11805,Vivek Grady,Corporate,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
PF-9225,Phillip Flathmann,Consumer,Lodz,Lodz,Poland,,EMEA,EMEA
AB-15,Aaron Bergman,Consumer,Mufulira,Copperbelt,Zambia,,Africa,Africa
LW-6990,Lindsay Williams,Corporate,Mosul,Ninawa,Iraq,,EMEA,EMEA
PS-8970,Paul Stevenson,Home Office,Sibiu,Sibiu,Romania,,EMEA,EMEA
LW-17125,Liz Willingham,Consumer,Virginia Beach,Virginia,United States,23464.0,US,South
MC-7590,Matt Collister,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
JO-15550,Jesus Ocampo,Home Office,Tijuana,Baja California,Mexico,,LATAM,North
SJ-10125,Sanjit Jacobs,Home Office,Cairo,Al Qahirah,Egypt,,Africa,Africa
SS-20515,Shirley Schmidt,Home Office,Jayapura,Papua,Indonesia,,APAC,Southeast Asia
RB-19645,Robert Barroso,Corporate,Torrevieja,Valenciana,Spain,,EU,South
BP-1050,Barry Pond,Corporate,Abidjan,Lagunes,Cote d'Ivoire,,Africa,Africa
PG-8895,Paul Gonzalez,Consumer,Yaroslavl',Yaroslavl',Russia,,EMEA,EMEA
RM-19750,Roland Murray,Consumer,Novo Gama,Goiás,Brazil,,LATAM,South
KM-6225,Kalyca Meade,Corporate,Zagreb,Grad Zagreb,Croatia,,EMEA,EMEA
AH-120,Adrian Hane,Home Office,Johannesburg,Gauteng,South Africa,,Africa,Africa
BM-1785,Bryan Mills,Consumer,Guelma,Guelma,Algeria,,Africa,Africa
NR-8550,Nick Radford,Consumer,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
EB-14170,Evan Bailliet,Consumer,Milan,Lombardy,Italy,,EU,South
PB-19150,Philip Brown,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South
TP-11130,Theone Pippenger,Consumer,Gdynia,Pomerania,Poland,,EMEA,EMEA
KN-6450,Kean Nguyen,Corporate,Kumasi,Ashanti,Ghana,,Africa,Africa
RD-9720,Roger Demir,Consumer,Aswan,Aswan,Egypt,,Africa,Africa
RS-9870,Roy Skaria,Home Office,Johannesburg,Gauteng,South Africa,,Africa,Africa
EB-3840,Ellis Ballard,Corporate,Vancouver,British Columbia,Canada,,Canada,Canada
TC-21475,Tony Chapman,Home Office,Columbus,Georgia,United States,31907.0,US,South
BH-1710,Brosina Hoffman,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA,EMEA
MH-7620,Matt Hagelstein,Corporate,Constanta,Constanta,Romania,,EMEA,EMEA
PT-9090,Pete Takahito,Consumer,Bingol,Bingol,Turkey,,EMEA,EMEA
DC-2850,Dan Campbell,Consumer,Oshawa,Ontario,Canada,,Canada,Canada
AG-900,Arthur Gainer,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa
DC-12850,Dan Campbell,Consumer,Kwinana,Western Australia,Australia,,APAC,Oceania
JF-5565,Jill Fjeld,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
SR-10740,Steven Roelle,Home Office,Sari,Mazandaran,Iran,,EMEA,EMEA
MK-7905,Michael Kennedy,Corporate,Gdynia,Pomerania,Poland,,EMEA,EMEA
JK-5370,Jay Kimmel,Consumer,Sohag,Suhaj,Egypt,,Africa,Africa
GM-4680,Greg Matthias,Consumer,Bishkek,Bishkek,Kyrgyzstan,,EMEA,EMEA
PC-9000,Pauline Chand,Home Office,Thika,Central,Kenya,,Africa,Africa
DL-3315,Delfina Latchford,Consumer,Makhachkala,Dagestan,Russia,,EMEA,EMEA
JL-5235,Janet Lee,Consumer,Laval,Quebec,Canada,,Canada,Canada
BB-990,Barry Blumstein,Corporate,Bur Sudan,Red Sea,Sudan,,Africa,Africa
RP-9390,Resi Pölking,Consumer,Dakar,Dakar,Senegal,,Africa,Africa
ES-4020,Erica Smith,Consumer,London,Ontario,Canada,,Canada,Canada
MH-7455,Mark Hamilton,Consumer,Rybnik,Silesia,Poland,,EMEA,EMEA
JD-5790,John Dryer,Consumer,Iringa,Iringa,Tanzania,,Africa,Africa
DB-3270,Deborah Brumfield,Home Office,Annaba,Annaba,Algeria,,Africa,Africa
PK-9075,Pete Kriz,Consumer,Istanbul,Istanbul,Turkey,,EMEA,EMEA
NM-8520,Neoma Murray,Consumer,Termez,Surxondaryo,Uzbekistan,,EMEA,EMEA
MO-7500,Mary O'Rourke,Consumer,Pretoria,Gauteng,South Africa,,Africa,Africa
SG-10890,Susan Gilcrest,Corporate,Baku,Baki,Azerbaijan,,EMEA,EMEA
MF-8250,Monica Federle,Corporate,Dnipropetrovs'k,Dnipropetrovs'k,Ukraine,,EMEA,EMEA
JG-5310,Jason Gross,Corporate,Ulan Bator,Ulaanbaatar,Mongolia,,EMEA,EMEA
YS-11880,Yana Sorensen,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
FC-4245,Frank Carlisle,Home Office,Juba,Central Equatoria,South Sudan,,Africa,Africa
BW-1110,Bart Watters,Corporate,Khmel'nyts'kyy,Khmel'nyts'kyy,Ukraine,,EMEA,EMEA
BS-1590,Brendan Sweed,Corporate,Zagreb,Grad Zagreb,Croatia,,EMEA,EMEA
CS-2460,Chuck Sachs,Consumer,Wad Madani,Gezira,Sudan,,Africa,Africa
MH-7290,Marc Harrigan,Home Office,Antananarivo,Analamanga,Madagascar,,Africa,Africa
KE-6420,Katrina Edelman,Corporate,Matola,Maputo,Mozambique,,Africa,Africa
AJ-780,Anthony Jacobs,Corporate,Shahriar,Tehran,Iran,,EMEA,EMEA
MM-7920,Michael Moore,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
ML-8265,Muhammed Lee,Consumer,Libreville,Estuaire,Gabon,,Africa,Africa
RR-9315,Ralph Ritter,Consumer,Opole,Opole,Poland,,EMEA,EMEA
JF-5490,Jeremy Farry,Consumer,Safi,Doukkala-Abda,Morocco,,Africa,Africa
AG-765,Anthony Garverick,Home Office,Vienna,Vienna,Austria,,EMEA,EMEA
DS-3030,Darrin Sayre,Home Office,Homyel',Homyel',Belarus,,EMEA,EMEA
AH-75,Adam Hart,Corporate,Port Elizabeth,Eastern Cape,South Africa,,Africa,Africa
NB-18580,Nicole Brennan,Corporate,Phnom Penh,Phnom Penh,Cambodia,,APAC,Southeast Asia
KD-6270,Karen Daniels,Consumer,Izmir,Izmir,Turkey,,EMEA,EMEA
MJ-7740,Max Jones,Consumer,Abidjan,Lagunes,Cote d'Ivoire,,Africa,Africa
DM-3525,Don Miller,Corporate,Winnipeg,Manitoba,Canada,,Canada,Canada
GH-4665,Greg Hansen,Consumer,Bacau,Bacau,Romania,,EMEA,EMEA
RM-9675,Robert Marley,Home Office,Uskudar,Istanbul,Turkey,,EMEA,EMEA
TS-11610,Troy Staebel,Consumer,Zanjan,Zanjan,Iran,,EMEA,EMEA
PR-8880,Patrick Ryan,Consumer,Calabar,Cross River,Nigeria,,Africa,Africa
HP-4815,Harold Pawlan,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
EC-4050,Erin Creighton,Consumer,Maradi,Maradi,Niger,,Africa,Africa
BF-1005,Barry Franz,Home Office,Niamey,Niamey,Niger,,Africa,Africa
SC-10050,Sample Company A,Home Office,Misratah,Misratah,Libya,,Africa,Africa
DM-3345,Denise Monton,Corporate,Mardin,Mardin,Turkey,,EMEA,EMEA
CD-2280,Christina DeMoss,Consumer,L'viv,L'viv,Ukraine,,EMEA,EMEA
BP-1095,Bart Pistole,Corporate,Al Hillah,Babil,Iraq,,EMEA,EMEA
TC-11475,Tony Chapman,Home Office,Ottawa,Ontario,Canada,,Canada,Canada
DW-3540,Don Weiss,Consumer,Taizz,Ta'izz,Yemen,,EMEA,EMEA
BE-1455,Brad Eason,Home Office,Huambo,Huambo,Angola,,Africa,Africa
AH-195,Alan Haines,Corporate,Mashhad,Razavi Khorasan,Iran,,EMEA,EMEA
DO-3645,Doug O'Connell,Consumer,Calgary,Alberta,Canada,,Canada,Canada
CA-2055,Cathy Armstrong,Home Office,Whitby,Ontario,Canada,,Canada,Canada
LP-7080,Liz Pelletier,Consumer,Foumban,Ouest,Cameroon,,Africa,Africa
BN-1515,Bradley Nguyen,Consumer,Sanandaj,Kordestan,Iran,,EMEA,EMEA
NK-8490,Neil Knudson,Home Office,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
AR-510,Andrew Roberts,Consumer,Izmir,Izmir,Turkey,,EMEA,EMEA
VM-11835,Vivian Mathis,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
TH-11115,Thea Hudgings,Corporate,Cape Town,Western Cape,South Africa,,Africa,Africa
